Date	County	Rooms	Rooms Occupied	Trailers Requested	Trailers Delivered	Donated Trailers Delivered
4/27/2020	Mariposa County	44	13			
4/27/2020	Mendocino County	160	121			
4/27/2020	Merced County	85	35			
4/27/2020	Modoc County					
4/27/2020	Mono County	48				
4/27/2020	Monterey County	142		108	15	
4/27/2020	Napa County	104	52	18	12	
4/27/2020	Nevada County	50	16			
4/27/2020	Orange County	275	94	78	78	
4/27/2020	Placer County	73	26	12		
4/27/2020	Plumas County					
4/27/2020	Riverside County	422	303	15	15	
4/27/2020	Sacramento County	276	121	63	63	
4/27/2020	San Benito County	67	49			
4/27/2020	San Bernardino County	50	37	20		20
4/27/2020	San Diego County	2,029	409	44	44	
4/27/2020	San Francisco County	1,805	880	91	91	
4/27/2020	San Joaquin County					
4/27/2020	San Luis Obispo County	155		14	14	
4/27/2020	San Mateo County	140	107			
4/27/2020	Santa Barbara County	101	49			
4/27/2020	Santa Clara County	660	249	105	105	
4/27/2020	Santa Cruz County	27	21	35		
4/27/2020	Shasta County	20				
4/27/2020	Sierra County					
4/27/2020	Siskiyou County					
4/27/2020	Solano County	48				
4/27/2020	Sonoma County	45	45			
4/27/2020	Stanislaus County	121	50			
4/27/2020	Sutter County	16	16			
4/27/2020	Tehama County					
4/27/2020	Trinity County					
4/27/2020	Tulare County	56				
4/27/2020	Tuolumne County	50				
4/27/2020	Ventura County	388	279			
4/27/2020	Wilton Rancheria Tribe					
4/27/2020	Yolo County	246	214			
4/27/2020	Yuba County	31	17			
4/28/2020	Alameda County	385	354	91	91	
4/28/2020	Alpine County					
4/28/2020	Amador County					
4/28/2020	Butte County	99	99			
4/28/2020	Calaveras County	73	25			
4/28/2020	Colusa County					
4/28/2020	Contra Costa County	444	219			
4/28/2020	Del Norte County					
4/28/2020	El Dorado County	26				
4/28/2020	Fresno County	305	250	28	28	
4/28/2020	Glenn County					
4/28/2020	Humboldt County	64	34	15		
4/28/2020	Imperial County			37		
4/28/2020	Inyo County					
4/28/2020	Kern County			15	15	
4/28/2020	Kings County					
4/28/2020	Lake County	15				
4/28/2020	Lassen County	13	13			
4/28/2020	Los Angeles County	3,292	1,334	658	649	
4/28/2020	Madera County	33	33			
4/28/2020	Marin County	132	96	44		
4/28/2020	Mariposa County	44	14			
4/28/2020	Mendocino County	163	124			
4/28/2020	Merced County	100	38			
4/28/2020	Modoc County					
4/28/2020	Mono County					
4/28/2020	Monterey County	142		108	15	
4/28/2020	Napa County	104	52	18	12	
4/28/2020	Nevada County	50	16			
4/28/2020	Orange County	402	117	78	78	
4/28/2020	Placer County	73	26	12	12	
4/28/2020	Plumas County					
4/28/2020	Riverside County	248	248	15	15	
4/28/2020	Sacramento County	276	128	63	63	
4/28/2020	San Benito County	67	62			
4/28/2020	San Bernardino County	50	37	20		20
4/28/2020	San Diego County	2,029	409	44	44	
4/28/2020	San Francisco County	1,805	887	91	91	
4/28/2020	San Joaquin County					
4/28/2020	San Luis Obispo County	155		14	14	
4/28/2020	San Mateo County	142	113			
4/28/2020	Santa Barbara County	100	53			
4/28/2020	Santa Clara County	660	213	105	105	
4/28/2020	Santa Cruz County	27	22	35		
4/28/2020	Shasta County	20				
4/28/2020	Sierra County					
4/28/2020	Siskiyou County					
4/28/2020	Solano County	48				
4/28/2020	Sonoma County	45	45			
4/28/2020	Stanislaus County	121	48			
4/28/2020	Sutter County	18	18			
4/28/2020	Tehama County					
4/28/2020	Trinity County					
4/28/2020	Tulare County	56				
4/28/2020	Tuolumne County	50				
4/28/2020	Ventura County	388	271			
4/28/2020	Wilton Rancheria Tribe					
4/28/2020	Yolo County	246	220			
4/28/2020	Yuba County	29	17			
4/29/2020	Alameda County	385	340	91	91	
4/29/2020	Alpine County					
4/29/2020	Amador County					
4/29/2020	Bishop Paiute Tribal Council					
4/29/2020	Butte County	99	99			
4/29/2020	Calaveras County	73	25			
4/29/2020	Colusa County					
4/29/2020	Contra Costa County	444	230			
4/29/2020	Del Norte County					
4/29/2020	El Dorado County	26				
4/29/2020	Fresno County	305	250	28	28	
4/29/2020	Glenn County					
4/29/2020	Humboldt County	64	35	15		
4/29/2020	Imperial County			37		
4/29/2020	Inyo County					
4/29/2020	Kern County			15	15	
4/29/2020	Kings County					
4/29/2020	Lake County	15				
4/29/2020	Lassen County	13	13			
4/29/2020	Los Angeles County	3,292	1,334	658	649	
4/29/2020	Madera County	33	33			
4/29/2020	Marin County	169	96	44		
4/29/2020	Mariposa County	44	14			
4/29/2020	Mendocino County	176	137			
4/29/2020	Merced County	100	45			
4/29/2020	Modoc County					
4/29/2020	Mono County					
4/29/2020	Monterey County	142		108	15	
4/29/2020	Napa County	104	52	18	12	
4/29/2020	Nevada County	50	16			
4/29/2020	Orange County	402	117	78	78	
4/29/2020	Placer County	73	16	12	12	
4/29/2020	Plumas County					
4/29/2020	Riverside County	252	252	15	15	
4/29/2020	Sacramento County	276	128	63	63	
4/29/2020	San Benito County	67	62			
4/29/2020	San Bernardino County	50	37	20		20
4/29/2020	San Diego County	2,029	409	44	44	
4/29/2020	San Francisco County	1,805	890	91	91	
4/29/2020	San Joaquin County					
4/29/2020	San Luis Obispo County	155		14	14	
4/29/2020	San Mateo County	142	118			
4/29/2020	Santa Barbara County	100	59			
4/29/2020	Santa Clara County	660	211	105	105	
4/29/2020	Santa Cruz County	27	22	35		
4/29/2020	Shasta County	20	11			
4/29/2020	Sierra County					
4/29/2020	Siskiyou County					
4/29/2020	Solano County	48				
4/29/2020	Sonoma County	45	45			
4/29/2020	Stanislaus County	121	62			
4/29/2020	Sutter County	18	18			
4/29/2020	Tehama County					
4/29/2020	Trinity County					
4/29/2020	Tulare County	56				
4/29/2020	Tuolumne County	50				
4/29/2020	Ventura County	388	273			
4/29/2020	Wilton Rancheria Tribe					
4/29/2020	Yolo County	246	224			
4/29/2020	Yuba County	26	17			
4/30/2020	Alameda County	385	338	91	91	
4/30/2020	Alpine County					
4/30/2020	Amador County					
4/30/2020	Bishop Paiute Tribal Council					
4/30/2020	Butte County	99	99			
4/30/2020	Calaveras County	73	25			
4/30/2020	Colusa County					
4/30/2020	Contra Costa County	444	231			
4/30/2020	Del Norte County					
4/30/2020	El Dorado County	26				
4/30/2020	Fresno County	305	250	28	28	
4/30/2020	Glenn County					
4/30/2020	Humboldt County	64	35	15		
4/30/2020	Imperial County			37		
4/30/2020	Inyo County					
4/30/2020	Kern County			15	15	
4/30/2020	Kings County					
4/30/2020	Lake County	15				
4/30/2020	Lassen County	13	13			
4/30/2020	Los Angeles County	3,292	1,334	658	649	
4/30/2020	Madera County	33	33			
4/30/2020	Marin County	169	93	44		
4/30/2020	Mariposa County	44	14			
4/30/2020	Mendocino County	176	137			
4/30/2020	Merced County	100	55			
4/30/2020	Modoc County					
4/30/2020	Mono County					
4/30/2020	Monterey County	142		108	15	
4/30/2020	Napa County	97	53	18	12	
4/30/2020	Nevada County	50	16			
4/30/2020	Orange County	402	135	78	78	
4/30/2020	Placer County	73	19	12	12	
4/30/2020	Plumas County					
4/30/2020	Riverside County	254	254	15	15	
4/30/2020	Sacramento County	275	168	63	63	
4/30/2020	San Benito County	67	48			
4/30/2020	San Bernardino County	50	37	20		20
4/30/2020	San Diego County	2,029	409	44	44	
4/30/2020	San Francisco County	1,807	906	91	91	
4/30/2020	San Joaquin County					
4/30/2020	San Luis Obispo County	155		14	14	
4/30/2020	San Mateo County	144	124			
4/30/2020	Santa Barbara County	100	61			
4/30/2020	Santa Clara County	660	211	105	105	
4/30/2020	Santa Cruz County	63	37	35		
4/30/2020	Shasta County	20	11			
4/30/2020	Sierra County					
4/30/2020	Siskiyou County					
4/30/2020	Solano County	48				
4/30/2020	Sonoma County	45	45			
4/30/2020	Stanislaus County	121	62			
4/30/2020	Sutter County	18	18			
4/30/2020	Tehama County					
4/30/2020	Trinity County					
4/30/2020	Tulare County	56				
4/30/2020	Tuolumne County	50				
4/30/2020	Ventura County	388	278			
4/30/2020	Wilton Rancheria Tribe					
4/30/2020	Yolo County	246	225			
4/30/2020	Yuba County	26	17			
5/1/2020	Alameda County	385	343	91	91	
5/1/2020	Alpine County					
5/1/2020	Amador County					
5/1/2020	Bishop Paiute Tribal Council					
5/1/2020	Butte County	96	96			
5/1/2020	Calaveras County	73	25			
5/1/2020	Colusa County					
5/1/2020	Contra Costa County	444	236			
5/1/2020	Del Norte County					
5/1/2020	El Dorado County	26				
5/1/2020	Fresno County	305	250	28	28	
5/1/2020	Glenn County					
5/1/2020	Humboldt County	64	35	15		
5/1/2020	Imperial County			37		
5/1/2020	Inyo County					
5/1/2020	Kern County			15	15	
5/1/2020	Kings County					
5/1/2020	Lake County	15				
5/1/2020	Lassen County	13	13			
5/1/2020	Los Angeles County	3,292	1,713	658	649	
5/1/2020	Madera County	20	20			
5/1/2020	Marin County	169	98	44		
5/1/2020	Mariposa County	44	13			
5/1/2020	Mendocino County	170	131			
5/1/2020	Merced County	112	61			
5/1/2020	Modoc County					
5/1/2020	Mono County					
5/1/2020	Monterey County	142		108	15	
5/1/2020	Napa County	97	53	18	12	
5/1/2020	Nevada County	50	14			
5/1/2020	Orange County	402	137	78	78	
5/1/2020	Placer County	73	19	12	12	
5/1/2020	Plumas County					
5/1/2020	Riverside County	258	258	15	15	
5/1/2020	Sacramento County	275	168	63	63	
5/1/2020	San Benito County	67	44			
5/1/2020	San Bernardino County	50	37	20		20
5/1/2020	San Diego County	2,029	409	44	44	
5/1/2020	San Francisco County	1,795	895	91	91	
5/1/2020	San Joaquin County					
5/1/2020	San Luis Obispo County	155		14	14	
5/1/2020	San Mateo County	146	133			
5/1/2020	Santa Barbara County	101	62			
5/1/2020	Santa Clara County	660	240	105	105	
5/1/2020	Santa Cruz County	63	37	35		
5/1/2020	Shasta County	20	11			
5/1/2020	Sierra County					
5/1/2020	Siskiyou County					
5/1/2020	Solano County	238				
5/1/2020	Sonoma County	71	71			
5/1/2020	Stanislaus County	121	82			
5/1/2020	Sutter County	18	18			
5/1/2020	Tehama County					
5/1/2020	Trinity County					
5/1/2020	Tulare County	56				
5/1/2020	Tuolumne County	50				
5/1/2020	Ventura County	388	288			
5/1/2020	Wilton Rancheria Tribe					
5/1/2020	Yolo County	246	226			
5/1/2020	Yuba County	31	18			
5/2/2020	Alameda County	385	343	91	91	
5/2/2020	Alpine County					
5/2/2020	Amador County					
5/2/2020	Bishop Paiute Tribal Council					
5/2/2020	Butte County	96	96			
5/2/2020	Calaveras County	73	25			
5/2/2020	Colusa County					
5/2/2020	Contra Costa County	444	233			
5/2/2020	Del Norte County					
5/2/2020	El Dorado County	26				
5/2/2020	Fresno County	305	250	28	28	
5/2/2020	Glenn County					
5/2/2020	Humboldt County	64	35	15		
5/2/2020	Imperial County			37		
5/2/2020	Inyo County					
5/2/2020	Kern County			15	15	
5/2/2020	Kings County					
5/2/2020	Lake County	15				
5/2/2020	Lassen County	13	13			
5/2/2020	Los Angeles County	3,419	1,750	651	651	
5/2/2020	Madera County	21	21			
5/2/2020	Marin County	169	98	44		
5/2/2020	Mariposa County	44	13			
5/2/2020	Mendocino County	170	131			
5/2/2020	Merced County	112	61			
5/2/2020	Modoc County					
5/2/2020	Mono County					
5/2/2020	Monterey County	142		108	15	
5/2/2020	Napa County	97	53	18	12	
5/2/2020	Nevada County	50	14			
5/2/2020	Orange County	402	137	78	78	
5/2/2020	Placer County	73	26	12	12	
5/2/2020	Plumas County					
5/2/2020	Riverside County	258	258	15	15	
5/2/2020	Sacramento County	275	168	63	63	
5/2/2020	San Benito County	67	45			
5/2/2020	San Bernardino County	50	37	20		20
5/2/2020	San Diego County	2,029	409	44	44	
5/2/2020	San Francisco County	1,795	904	91	91	
5/2/2020	San Joaquin County					
5/2/2020	San Luis Obispo County	155		14	14	
5/2/2020	San Mateo County	146	133			
5/2/2020	Santa Barbara County	111	75			
5/2/2020	Santa Clara County	660	267	105	105	
5/2/2020	Santa Cruz County	63	43	35		
5/2/2020	Shasta County	20	13			
5/2/2020	Sierra County					
5/2/2020	Siskiyou County					
5/2/2020	Solano County	238				
5/2/2020	Sonoma County	71	71			
5/2/2020	Stanislaus County	121	82			
5/2/2020	Sutter County	19	19			
5/2/2020	Tehama County					
5/2/2020	Trinity County					
5/2/2020	Tulare County	56				
5/2/2020	Tuolumne County	50				
5/2/2020	Ventura County	388	303			
5/2/2020	Wilton Rancheria Tribe					
5/2/2020	Yolo County	246	226			
5/2/2020	Yuba County	31	18			
5/3/2020	Alameda County	385	343	91	91	
5/3/2020	Alpine County					
5/3/2020	Amador County					
5/3/2020	Bishop Paiute Tribal Council					
5/3/2020	Butte County	96	96			
5/3/2020	Calaveras County	73	25			
5/3/2020	Colusa County					
5/3/2020	Contra Costa County	444	230			
5/3/2020	Del Norte County					
5/3/2020	El Dorado County	26				
5/3/2020	Fresno County	305	250	28	28	
5/3/2020	Glenn County					
5/3/2020	Humboldt County	64	35	15		
5/3/2020	Imperial County			37		
5/3/2020	Inyo County					
5/3/2020	Kern County			15	15	
5/3/2020	Kings County					
5/3/2020	Lake County	15				
5/3/2020	Lassen County	13	13			
5/3/2020	Los Angeles County	3,631	1,945	658	651	
5/3/2020	Madera County	21	21			
5/3/2020	Marin County	169	98	44		
5/3/2020	Mariposa County	44	13			
5/3/2020	Mendocino County	170	131			
5/3/2020	Merced County	112	61			
5/3/2020	Modoc County					
5/3/2020	Mono County					
5/3/2020	Monterey County	142		108	15	
5/3/2020	Napa County	97	53	18	12	
5/3/2020	Nevada County	50	14			
5/3/2020	Orange County	402	137	78	78	
5/3/2020	Placer County	73	26	12	12	
5/3/2020	Plumas County					
5/3/2020	Riverside County	258	258	15	15	
5/3/2020	Sacramento County	275	168	63	63	
5/3/2020	San Benito County	67	44			
5/3/2020	San Bernardino County	50	37	20		20
5/3/2020	San Diego County	2,029	409	44	44	
5/3/2020	San Francisco County	1,795	906	91	91	
5/3/2020	San Joaquin County					
5/3/2020	San Luis Obispo County	155		14	14	
5/3/2020	San Mateo County	146	133			
5/3/2020	Santa Barbara County	111	75			
5/3/2020	Santa Clara County	660	267	105	105	
5/3/2020	Santa Cruz County	63	47	35		
5/3/2020	Shasta County	20	13			
5/3/2020	Sierra County					
5/3/2020	Siskiyou County					
5/3/2020	Solano County	238				
5/3/2020	Sonoma County	71	71			
5/3/2020	Stanislaus County	121	82			
5/3/2020	Sutter County	19	19			
5/3/2020	Tehama County					
5/3/2020	Trinity County					
5/3/2020	Tulare County	56				
5/3/2020	Tuolumne County	50				
5/3/2020	Ventura County	388	303			
5/3/2020	Wilton Rancheria Tribe					
5/3/2020	Yolo County	246	226			
5/3/2020	Yuba County	31	18			
5/4/2020	Alameda County	385	343	91	91	
5/4/2020	Alpine County					
5/4/2020	Amador County					
5/4/2020	Bishop Paiute Tribal Council					
5/4/2020	Butte County	97	97			
5/4/2020	Calaveras County	73	25			
5/4/2020	Colusa County					
5/4/2020	Contra Costa County	443	230			
5/4/2020	Del Norte County					
5/4/2020	El Dorado County	26				
5/4/2020	Fresno County	305	250	28	28	
5/4/2020	Glenn County					
5/4/2020	Humboldt County	64	35	15		
5/4/2020	Imperial County			37		
5/4/2020	Inyo County					
5/4/2020	Kern County			15	15	
5/4/2020	Kings County					
5/4/2020	Lake County	15				
5/4/2020	Lassen County	13	13			
5/4/2020	Los Angeles County	3,631	1,945	651	651	
5/4/2020	Madera County	21	21			
5/4/2020	Marin County	169	98	44		
5/4/2020	Mariposa County	44	13			
5/4/2020	Mendocino County	176	136			
5/4/2020	Merced County	112	61			
5/4/2020	Modoc County					
5/4/2020	Mono County					
5/4/2020	Monterey County	142		108	15	
5/4/2020	Napa County	97	54	18	12	
5/4/2020	Nevada County	50	14			
5/4/2020	Orange County	402	145	78	78	
5/4/2020	Placer County	73	26	12	12	
5/4/2020	Plumas County					
5/4/2020	Riverside County	261	261	15	15	
5/4/2020	Sacramento County	423	235	63	63	
5/4/2020	San Benito County	67	49			
5/4/2020	San Bernardino County	50	37	20		20
5/4/2020	San Diego County	2,029	409	44	44	
5/4/2020	San Francisco County	1,795	965	91	91	
5/4/2020	San Joaquin County					
5/4/2020	San Luis Obispo County	155		14	14	
5/4/2020	San Mateo County	147	139			
5/4/2020	Santa Barbara County	110	74			
5/4/2020	Santa Clara County	660	292	105	105	
5/4/2020	Santa Cruz County	63	47	35		
5/4/2020	Shasta County	20	16			
5/4/2020	Sierra County					
5/4/2020	Siskiyou County					
5/4/2020	Solano County	238				
5/4/2020	Sonoma County	71	71			
5/4/2020	Stanislaus County	121	82			
5/4/2020	Sutter County	19	19			
5/4/2020	Tehama County					
5/4/2020	Trinity County					
5/4/2020	Tulare County	40				
5/4/2020	Tuolumne County	50				
5/4/2020	Ventura County	388	303			
5/4/2020	Wilton Rancheria Tribe					
5/4/2020	Yolo County	246	228			
5/4/2020	Yuba County	29	18			
5/5/2020	Alameda County	483	347	91	91	
5/5/2020	Alpine County					
5/5/2020	Amador County					
5/5/2020	Bishop Paiute Tribal Council					
5/5/2020	Butte County	97	97			
5/5/2020	Calaveras County	73	25			
5/5/2020	Colusa County					
5/5/2020	Contra Costa County	443	225			
5/5/2020	Del Norte County	19				
5/5/2020	El Dorado County	26				
5/5/2020	Fresno County	305	250	28	28	
5/5/2020	Glenn County					
5/5/2020	Humboldt County	64	40	15		
5/5/2020	Imperial County			37		
5/5/2020	Inyo County					
5/5/2020	Kern County			15	15	
5/5/2020	Kings County					
5/5/2020	Lake County	15				
5/5/2020	Lassen County	13	13			
5/5/2020	Los Angeles County	3,631	1,945	651	651	
5/5/2020	Madera County	21	21			
5/5/2020	Marin County	169	99	44		
5/5/2020	Mariposa County	44	13			
5/5/2020	Mendocino County	176	136			
5/5/2020	Merced County	112	61			
5/5/2020	Modoc County					
5/5/2020	Mono County					
5/5/2020	Monterey County	142		108	15	
5/5/2020	Napa County	97	54	18	12	
5/5/2020	Nevada County	70				
5/5/2020	Orange County	666	154	78	78	
5/5/2020	Placer County	73	30	12	12	
5/5/2020	Plumas County					
5/5/2020	Riverside County	269	269	15	15	
5/5/2020	Sacramento County	423	242	63	63	
5/5/2020	San Benito County	67	49			
